WASP-33 b	2.8	1.603	1.21986967	0.02558	0	87.7	0.000221	2010	2020-07-13
Kepler-852 b	—	0.227	44.9309804	—	—	—	—	2016	2016-05-12
Kepler-851 b	—	0.15	8.50699658	—	—	—	—	2016	2016-05-12
Kepler-850 b	—	0.159	7.19303878	—	—	—	—	2016	2016-05-12
Kepler-849 b	—	0.637	394.6244904	—	—	—	—	2016	2016-05-12
Kepler-848 b	—	0.152	6.91134416	—	—	—	—	2016	2016-05-12
Kepler-847 b	—	0.105	2.3432319	—	—	—	—	2016	2016-05-12
Kepler-846 b	—	0.221	19.80792185	—	—	—	—	2016	2016-05-12
Kepler-845 b	—	0.182	0.92785982	—	—	—	—	2016	2016-05-12
Kepler-844 b	—	0.15	2.61302086	—	—	—	—	2016	2016-05-12
Kepler-843 b	—	0.231	2.05387982	—	—	—	—	2016	2016-05-12
Kepler-842 b	—	0.143	1.21956827	—	—	—	—	2016	2016-05-12
Kepler-841 b	—	0.467	124.4198398	—	—	—	—	2016	2016-05-12
Kepler-840 b	—	1.523	2.49577962	—	—	—	—	2016	2016-05-12
Kepler-839 b	—	0.229	37.8144514	—	—	—	—	2016	2016-05-12
Kepler-838 b	—	0.244	15.74957994	—	—	—	—	2016	2016-05-12
Kepler-837 b	—	0.228	16.56059504	—	—	—	—	2016	2016-05-12
Kepler-836 b	—	0.244	11.36112327	—	—	—	—	2016	2016-05-12
Kepler-835 b	—	0.249	11.41909375	—	—	—	—	2016	2016-05-12
Kepler-834 b	—	0.18	13.32388301	—	—	—	—	2016	2016-05-12
Kepler-833 b	—	0.18	18.7546998	—	—	—	—	2016	2016-05-12
Kepler-832 b	—	0.184	7.1396941	—	—	—	—	2016	2016-05-12
Kepler-831 b	—	0.113	5.62153941	—	—	—	—	2016	2016-05-12
Kepler-1110 b	—	0.237	9.69312032	—	—	—	—	2016	2016-05-12
Kepler-1109 b	—	0.195	37.6467384	—	—	—	—	2016	2016-05-12
Kepler-1108 b	—	0.13	4.51005748	—	—	—	—	2016	2016-05-12
Kepler-1107 b	—	0.12	0.57103852	—	—	—	—	2016	2016-05-12
Kepler-1106 b	—	0.147	1.25275217	—	—	—	—	2016	2016-05-12
Kepler-1105 b	—	0.179	4.42157218	—	—	—	—	2016	2016-05-12
Kepler-1104 b	—	0.11	5.03728015	—	—	—	—	2016	2016-05-12
Kepler-1103 b	—	0.203	19.79191978	—	—	—	—	2016	2016-05-12
Kepler-1102 b	—	0.237	51.3285623	—	—	—	—	2016	2016-05-12
Kepler-1101 b	—	0.22	81.3151059	—	—	—	—	2016	2016-05-12
Kepler-1100 b	—	0.156	6.42200058	—	—	—	—	2016	2016-05-12
Kepler-1099 b	—	0.252	2.16845259	—	—	—	—	2016	2016-05-12
Kepler-1098 b	—	0.116	2.54307286	—	—	—	—	2016	2016-05-12
Kepler-1097 b	—	0.291	187.747029	—	—	—	—	2016	2016-05-12
Kepler-1096 b	—	0.111	2.89221751	—	—	—	—	2016	2016-05-12
Kepler-1095 b	—	0.108	4.27103091	—	—	—	—	2016	2016-05-12
Kepler-830 b	—	0.152	11.29695137	—	—	—	—	2016	2016-05-12
Kepler-829 b	—	0.188	6.88337562	—	—	—	—	2016	2016-05-12
Kepler-828 b	—	0.135	0.56785714	—	—	—	—	2016	2016-05-12
Kepler-827 b	—	0.502	51.92927591	—	—	—	—	2016	2016-05-12
Kepler-826 b	—	0.112	4.48758907	—	—	—	—	2016	2016-05-12
Kepler-825 c	—	0.164	8.1818246	—	—	—	—	2016	2016-05-12
Kepler-825 b	—	0.136	3.77360059	—	—	—	—	2016	2016-05-12
Kepler-824 b	—	0.167	4.51436633	—	—	—	—	2016	2016-05-12
Kepler-823 b	—	0.14	4.16809082	—	—	—	—	2016	2016-05-12
Kepler-822 b	—	0.158	3.22296927	—	—	—	—	2016	2016-05-12
Kepler-821 b	—	0.117	1.92279873	—	—	—	—	2016	2016-05-12
Kepler-820 b	—	0.543	127.8338098	—	—	—	—	2016	2016-05-12
Kepler-819 b	—	0.246	33.1995648	—	—	—	—	2016	2016-05-12
Kepler-818 b	—	0.456	10.03538581	—	—	—	—	2016	2016-05-12
Kepler-1094 b	—	0.284	78.1000231	—	—	—	—	2016	2016-05-12
Kepler-1093 c	—	0.175	89.722292	—	—	—	—	2016	2016-05-12
Kepler-1093 b	—	0.174	25.0824626	—	—	—	—	2016	2016-05-12
Kepler-1092 b	—	0.185	58.6017925	—	—	—	—	2016	2016-05-12
Kepler-1091 b	—	0.13	1.43474156	—	—	—	—	2016	2016-05-12
Kepler-1090 b	—	0.201	198.680179	—	—	—	—	2016	2016-05-12
Kepler-1089 b	—	0.163	5.13248562	—	—	—	—	2016	2016-05-12
Kepler-1088 b	—	0.127	23.12748644	—	—	—	—	2016	2016-05-12
Kepler-1087 b	—	0.054	0.69384285	—	—	—	—	2016	2016-05-12
Kepler-1086 c	—	0.262	161.5163345	—	—	—	—	2016	2016-05-12
Kepler-1086 b	—	0.218	18.78425728	—	—	—	—	2016	2016-05-12
Kepler-1085 b	—	0.644	219.3217528	—	—	—	—	2016	2016-05-12
Kepler-1084 b	—	0.099	2.05333679	—	—	—	—	2016	2016-05-12
Kepler-1083 b	—	0.3	33.4177993	—	—	—	—	2016	2016-05-12
Kepler-1082 b	—	0.1	1.5432066	—	—	—	—	2016	2016-05-12
Kepler-1081 b	—	0.09	3.85691855	—	—	—	—	2016	2016-05-12
Kepler-1080 b	—	0.293	77.2548396	—	—	—	—	2016	2016-05-12
Kepler-1079 b	—	0.145	13.24503188	—	—	—	—	2016	2016-05-12
Kepler-1078 b	—	0.17	3.00725242	—	—	—	—	2016	2016-05-12
Kepler-1077 b	—	0.247	34.3511874	—	—	—	—	2016	2016-05-12
Kepler-1076 b	—	0.071	6.14727918	—	—	—	—	2016	2016-05-12
Kepler-1075 b	—	0.127	1.52372816	—	—	—	—	2016	2016-05-12
Kepler-1074 b	—	0.112	5.94566534	—	—	—	—	2016	2016-05-12
Kepler-1073 c	—	0.146	4.02582254	—	—	—	—	2016	2016-05-12
Kepler-1073 b	—	0.205	8.67888593	—	—	—	—	2016	2016-05-12
Kepler-1072 b	—	0.141	1.5690665	—	—	—	—	2016	2016-05-12
Kepler-1071 b	—	0.212	6.1799844	—	—	—	—	2016	2016-05-12
Kepler-1070 b	—	0.154	6.2216147	—	—	—	—	2016	2016-05-12
Kepler-1069 b	—	0.143	23.8990296	—	—	—	—	2016	2016-05-12
Kepler-1068 b	—	0.324	16.92344113	—	—	—	—	2016	2016-05-12
Kepler-1067 b	—	0.071	0.76212926	—	—	—	—	2016	2016-05-12
Kepler-623 b	—	0.269	9.07097734	—	—	—	—	2016	2016-05-12
Kepler-554 b	—	0.383	1.90220856	—	—	—	—	2016	2016-05-12
Kepler-154 f	—	0.134	9.91935684	—	—	—	—	2016	2016-05-12
Kepler-154 e	—	0.134	3.93276465	—	—	—	—	2016	2016-05-12
Kepler-553 c	—	0.999	328.2399546	—	—	—	—	2016	2016-05-12
Kepler-1066 b	—	0.211	1.93155984	—	—	—	—	2016	2016-05-12
Kepler-1065 c	—	0.143	2.37030743	—	—	—	—	2016	2016-05-12
Kepler-1065 b	—	0.333	3.60930891	—	—	—	—	2016	2016-05-12
Kepler-1064 b	—	0.138	16.54080322	—	—	—	—	2016	2016-05-12
Kepler-1063 b	—	0.133	14.07971466	—	—	—	—	2016	2016-05-12
Kepler-1062 b	—	0.157	9.30412078	—	—	—	—	2016	2016-05-12
Kepler-351 d	—	0.243	142.544247	—	—	—	—	2016	2016-05-12
Kepler-1061 b	—	0.177	2.75798267	—	—	—	—	2016	2016-05-12
Kepler-1060 b	—	0.212	46.8779367	—	—	—	—	2016	2016-05-12
Kepler-1059 b	—	0.154	3.76419105	—	—	—	—	2016	2016-05-12
Kepler-1058 b	—	0.243	110.96546	—	—	—	—	2016	2016-05-12
Kepler-1057 b	—	0.3	14.08827448	—	—	—	—	2016	2016-05-12
Kepler-1056 b	—	0.269	27.495606	—	—	—	—	2016	2016-05-12
Kepler-1055 b	—	0.11	2.29503623	—	—	—	—	2016	2016-05-12
Kepler-1054 b	—	0.235	4.30655689	—	—	—	—	2016	2016-05-12
Kepler-1053 b	—	0.087	2.41435165	—	—	—	—	2016	2016-05-12
Kepler-1052 b	—	0.261	34.8538276	—	—	—	—	2016	2016-05-12
Kepler-1051 b	—	0.303	25.96200249	—	—	—	—	2016	2016-05-12
Kepler-1050 c	—	0.132	21.1284569	—	—	—	—	2016	2016-05-12
Kepler-1050 b	—	0.143	15.3787546	—	—	—	—	2016	2016-05-12
Kepler-1049 b	—	0.085	3.27346074	—	—	—	—	2016	2016-05-12
Kepler-1048 b	—	0.144	6.92101021	—	—	—	—	2016	2016-05-12
Kepler-1047 c	—	0.088	3.18897601	—	—	—	—	2016	2016-05-12
Kepler-1047 b	—	0.186	56.1886887	—	—	—	—	2016	2016-05-12
Kepler-1046 b	—	0.153	14.37508035	—	—	—	—	2016	2016-05-12
Kepler-1045 b	—	0.24	26.41045478	—	—	—	—	2016	2016-05-12
Kepler-1044 b	—	0.238	6.77408868	—	—	—	—	2016	2016-05-12
Kepler-1043 b	—	0.227	38.5053398	—	—	—	—	2016	2016-05-12
Kepler-1042 b	—	0.195	10.13202575	—	—	—	—	2016	2016-05-12
Kepler-1041 b	—	0.262	24.7576421	—	—	—	—	2016	2016-05-12
Kepler-1040 b	—	0.186	201.1214	—	—	—	—	2016	2016-05-12
Kepler-572 b	—	0.23	17.20523483	—	—	—	—	2016	2016-05-12
Kepler-571 b	—	0.236	4.79859939	—	—	—	—	2016	2016-05-12
Kepler-166 d	—	0.154	1.55400393	—	—	—	—	2016	2016-05-12
Kepler-570 b	—	0.219	4.301662	—	—	—	—	2016	2016-05-12
Kepler-569 b	—	0.282	34.18890521	—	—	—	—	2016	2016-05-12
Kepler-568 b	—	0.202	11.02347475	—	—	—	—	2016	2016-05-12
Kepler-567 b	—	0.201	16.54297375	—	—	—	—	2016	2016-05-12
Kepler-566 b	—	0.192	18.42794624	—	—	—	—	2016	2016-05-12
Kepler-565 b	—	0.325	4.24374723	—	—	—	—	2016	2016-05-12
Kepler-564 b	—	0.413	3.75083228	—	—	—	—	2016	2016-05-12
Kepler-563 b	—	0.276	22.18432708	—	—	—	—	2016	2016-05-12
Kepler-562 b	—	0.465	18.00931444	—	—	—	—	2016	2016-05-12
Kepler-561 c	—	0.239	5.35016198	—	—	—	—	2016	2016-05-12
Kepler-561 b	—	0.621	58.3620495	—	—	—	—	2016	2016-05-12
Kepler-560 b	—	0.153	18.47764449	—	—	—	—	2016	2016-05-12
Kepler-559 b	—	0.322	17.58752333	—	—	—	—	2016	2016-05-12
Kepler-558 b	—	0.211	29.00790538	—	—	—	—	2016	2016-05-12
Kepler-557 b	—	0.238	3.70598955	—	—	—	—	2016	2016-05-12
Kepler-556 b	—	0.2	11.72292176	—	—	—	—	2016	2016-05-12
Kepler-555 b	—	0.252	16.21775407	—	—	—	—	2016	2016-05-12
Kepler-157 d	—	0.13	7.02573474	—	—	—	—	2016	2016-05-12
Kepler-506 b	—	0.244	6.8834055	—	—	—	—	2016	2016-05-12
Kepler-505 b	—	0.232	27.52197994	—	—	—	—	2016	2016-05-12
Kepler-502 b	—	0.426	4.28686431	—	—	—	—	2016	2016-05-12
Kepler-501 b	—	0.384	5.64067757	—	—	—	—	2016	2016-05-12
Kepler-500 b	—	0.23	8.5083244	—	—	—	—	2016	2016-05-12
Kepler-499 b	—	0.194	5.63252845	—	—	—	—	2016	2016-05-12
Kepler-498 b	—	0.27	9.61375356	—	—	—	—	2016	2016-05-12
Kepler-497 b	—	0.539	3.57320367	—	—	—	—	2016	2016-05-12
Kepler-496 b	—	0.207	8.30864937	—	—	—	—	2016	2016-05-12
Kepler-1039 b	—	0.13	0.93488424	—	—	—	—	2016	2016-05-12
Kepler-1038 b	—	0.315	148.4603382	—	—	—	—	2016	2016-05-12
Kepler-1037 b	—	0.114	1.06378867	—	—	—	—	2016	2016-05-12
Kepler-1036 b	—	0.269	122.8808058	—	—	—	—	2016	2016-05-12
Kepler-1035 b	—	0.104	2.71407755	—	—	—	—	2016	2016-05-12
Kepler-1034 b	—	0.202	12.12400943	—	—	—	—	2016	2016-05-12
Kepler-1033 b	—	0.224	7.56052806	—	—	—	—	2016	2016-05-12
Kepler-1032 b	—	0.167	3.29011795	—	—	—	—	2016	2016-05-12
Kepler-1031 b	—	0.078	1.22621732	—	—	—	—	2016	2016-05-12
Kepler-1030 b	—	0.221	19.32952416	—	—	—	—	2016	2016-05-12
Kepler-1029 b	—	0.112	4.41769648	—	—	—	—	2016	2016-05-12
Kepler-1028 b	—	0.119	2.51462432	—	—	—	—	2016	2016-05-12
Kepler-1027 b	—	0.079	1.9078052	—	—	—	—	2016	2016-05-12
Kepler-1026 b	—	0.197	36.5156053	—	—	—	—	2016	2016-05-12
Kepler-342 e	—	0.079	1.64422461	—	—	—	—	2016	2016-05-12
Kepler-1025 b	—	0.177	37.3229493	—	—	—	—	2016	2016-05-12
Kepler-1024 b	—	0.349	66.4162133	—	—	—	—	2016	2016-05-12
Kepler-1023 b	—	0.235	62.1387714	—	—	—	—	2016	2016-05-12
Kepler-1022 b	—	0.211	10.99469878	—	—	—	—	2016	2016-05-12
Kepler-1021 b	—	0.208	13.47469571	—	—	—	—	2016	2016-05-12
Kepler-1020 b	—	0.203	96.9151496	—	—	—	—	2016	2016-05-12
Kepler-1019 b	—	0.13	1.41122985	—	—	—	—	2016	2016-05-12
Kepler-1018 b	—	0.23	49.1013514	—	—	—	—	2016	2016-05-12
Kepler-1017 b	—	0.178	7.23400469	—	—	—	—	2016	2016-05-12
Kepler-1016 c	—	0.328	105.6551369	—	—	—	—	2016	2016-05-12
Kepler-1016 b	—	0.194	1.95452434	—	—	—	—	2016	2016-05-12
Kepler-1015 b	—	0.317	16.00494214	—	—	—	—	2016	2016-05-12
Kepler-466 b	—	0.254	51.07926307	—	—	—	—	2016	2016-05-12
Kepler-465 b	—	0.263	9.94067247	—	—	—	—	2016	2016-05-12
Kepler-464 b	—	0.294	7.25696522	—	—	—	—	2016	2016-05-12
Kepler-463 b	—	0.272	8.98101683	—	—	—	—	2016	2016-05-12
Kepler-461 b	—	0.23	8.31378306	—	—	—	—	2016	2016-05-12
Kepler-1014 b	—	0.213	16.57110363	—	—	—	—	2016	2016-05-12
Kepler-1013 b	—	0.192	18.93054959	—	—	—	—	2016	2016-05-12
Kepler-1012 b	—	0.115	5.50860439	—	—	—	—	2016	2016-05-12
Kepler-1011 b	—	0.256	5.75322197	—	—	—	—	2016	2016-05-12
Kepler-1010 b	—	0.207	34.2685705	—	—	—	—	2016	2016-05-12
Kepler-1009 b	—	0.194	11.35011917	—	—	—	—	2016	2016-05-12
Kepler-1008 b	—	0.114	12.43931193	—	—	—	—	2016	2016-05-12
Kepler-1007 b	—	0.128	5.18500207	—	—	—	—	2016	2016-05-12
Kepler-1006 b	—	0.137	19.76172042	—	—	—	—	2016	2016-05-12
Kepler-1005 b	—	0.134	6.49801525	—	—	—	—	2016	2016-05-12
Kepler-1004 b	—	0.56	5.28789787	—	—	—	—	2016	2016-05-12
Kepler-1003 b	—	0.159	3.55485691	—	—	—	—	2016	2016-05-12
Kepler-1002 b	—	0.153	4.33642933	—	—	—	—	2016	2016-05-12
Kepler-1001 b	—	0.281	14.30511983	—	—	—	—	2016	2016-05-12
Kepler-1000 b	—	0.425	120.0181272	—	—	—	—	2016	2016-05-12
Kepler-999 b	—	0.209	5.99185702	—	—	—	—	2016	2016-05-12
Kepler-998 b	—	0.207	5.65377733	—	—	—	—	2016	2016-05-12
Kepler-997 b	—	0.121	2.70730672	—	—	—	—	2016	2016-05-12
Kepler-996 b	—	0.177	3.77059058	—	—	—	—	2016	2016-05-12
Kepler-995 b	—	0.241	28.26731672	—	—	—	—	2016	2016-05-12
Kepler-994 b	—	0.143	1.15116651	—	—	—	—	2016	2016-05-12
Kepler-993 b	—	0.265	22.08557563	—	—	—	—	2016	2016-05-12
Kepler-992 b	—	0.145	20.16034462	—	—	—	—	2016	2016-05-12
Kepler-991 b	—	0.227	82.5342519	—	—	—	—	2016	2016-05-12
Kepler-990 c	—	0.136	0.53835431	—	—	—	—	2016	2016-05-12
Kepler-990 b	—	0.232	9.91723428	—	—	—	—	2016	2016-05-12
Kepler-989 b	—	0.197	7.96431535	—	—	—	—	2016	2016-05-12
Kepler-988 b	—	0.185	17.76080053	—	—	—	—	2016	2016-05-12
Kepler-987 b	—	0.291	105.3033148	—	—	—	—	2016	2016-05-12
Kepler-986 b	—	0.211	56.4349938	—	—	—	—	2016	2016-05-12
Kepler-985 b	—	0.266	116.331901	—	—	—	—	2016	2016-05-12
Kepler-984 b	—	0.189	43.0342272	—	—	—	—	2016	2016-05-12
Kepler-983 b	—	0.211	60.0855082	—	—	—	—	2016	2016-05-12
Kepler-553 b	—	0.413	4.03046804	—	—	—	—	2016	2016-05-12
Kepler-552 b	—	0.352	5.26341577	—	—	—	—	2016	2016-05-12
Kepler-551 b	—	0.244	12.3764661	—	—	—	—	2016	2016-05-12
Kepler-550 b	—	0.394	8.60010411	—	—	—	—	2016	2016-05-12
Kepler-549 c	—	0.261	117.040498	—	—	—	—	2016	2016-05-12
Kepler-549 b	—	0.229	42.9495649	—	—	—	—	2016	2016-05-12
Kepler-548 b	—	1.07	4.45419434	—	—	—	—	2016	2016-05-12
Kepler-547 b	—	0.357	6.01038429	—	—	—	—	2016	2016-05-12
Kepler-546 b	—	0.624	4.14702026	—	—	—	—	2016	2016-05-12
Kepler-545 b	—	0.24	13.24934059	—	—	—	—	2016	2016-05-12
Kepler-148 d	—	0.774	51.84688575	—	—	—	—	2016	2016-05-12
Kepler-544 b	—	0.189	21.41616926	—	—	—	—	2016	2016-05-12
Kepler-543 b	—	0.223	13.89961966	—	—	—	—	2016	2016-05-12
Kepler-542 b	—	0.14	13.14497566	—	—	—	—	2016	2016-05-12
Kepler-541 b	—	0.3	5.08005848	—	—	—	—	2016	2016-05-12
Kepler-540 b	—	0.242	172.7049784	—	—	—	—	2016	2016-05-12
Kepler-537 b	—	0.126	3.24755522	—	—	—	—	2016	2016-05-12
Kepler-536 b	—	0.277	1.8270823	—	—	—	—	2016	2016-05-12
Kepler-535 b	—	0.211	4.90332155	—	—	—	—	2016	2016-05-12
Kepler-534 b	—	0.2	15.95994513	—	—	—	—	2016	2016-05-12
Kepler-533 b	—	0.302	28.51120525	—	—	—	—	2016	2016-05-12
Kepler-532 b	—	0.229	12.92491623	—	—	—	—	2016	2016-05-12
Kepler-531 b	—	0.248	29.88485741	—	—	—	—	2016	2016-05-12
Kepler-530 b	—	0.269	39.30941904	—	—	—	—	2016	2016-05-12
Kepler-529 c	—	0.178	12.8345022	—	—	—	—	2016	2016-05-12
Kepler-529 b	—	0.166	1.98035766	—	—	—	—	2016	2016-05-12
Kepler-528 b	—	0.186	19.78297415	—	—	—	—	2016	2016-05-12
Kepler-527 b	—	0.253	13.28535633	—	—	—	—	2016	2016-05-12
Kepler-526 b	—	0.178	5.45849832	—	—	—	—	2016	2016-05-12
Kepler-525 b	—	0.235	18.68404933	—	—	—	—	2016	2016-05-12
Kepler-982 b	—	0.201	15.7738221	—	—	—	—	2016	2016-05-12
Kepler-981 b	—	0.206	4.46975774	—	—	—	—	2016	2016-05-12
Kepler-980 b	—	0.238	11.55102504	—	—	—	—	2016	2016-05-12
Kepler-979 b	—	0.243	8.0880135	—	—	—	—	2016	2016-05-12
Kepler-978 b	—	0.267	49.6221509	—	—	—	—	2016	2016-05-12
Kepler-977 b	—	0.234	26.85328322	—	—	—	—	2016	2016-05-12
Kepler-976 b	—	0.353	105.9564148	—	—	—	—	2016	2016-05-12
Kepler-975 b	—	0.132	1.97034246	—	—	—	—	2016	2016-05-12
Kepler-973 b	—	0.175	49.6077331	—	—	—	—	2016	2016-05-12
Kepler-972 b	—	0.415	7.03932553	—	—	—	—	2016	2016-05-12
Kepler-971 b	—	0.19	9.59070716	—	—	—	—	2016	2016-05-12
Kepler-970 b	—	0.247	16.73652231	—	—	—	—	2016	2016-05-12
Kepler-969 c	—	0.088	1.6829346	—	—	—	—	2016	2016-05-12
Kepler-969 b	—	0.185	34.1731714	—	—	—	—	2016	2016-05-12
Kepler-968 c	—	0.151	5.70940492	—	—	—	—	2016	2016-05-12
Kepler-968 b	—	0.178	3.69298373	—	—	—	—	2016	2016-05-12
Kepler-967 c	—	0.326	198.7112502	—	—	—	—	2016	2016-05-12
Kepler-967 b	—	0.21	13.22713379	—	—	—	—	2016	2016-05-12
Kepler-966 b	—	0.368	99.747622	—	—	—	—	2016	2016-05-12
Kepler-965 b	—	0.302	134.2527298	—	—	—	—	2016	2016-05-12
Kepler-964 b	—	0.189	13.5225106	—	—	—	—	2016	2016-05-12
Kepler-963 b	—	0.237	9.97683705	—	—	—	—	2016	2016-05-12
Kepler-962 b	—	0.176	12.05707239	—	—	—	—	2016	2016-05-12
Kepler-961 b	—	0.227	16.87727414	—	—	—	—	2016	2016-05-12
Kepler-960 b	—	0.204	3.12686223	—	—	—	—	2016	2016-05-12
Kepler-959 b	—	0.391	14.80074836	—	—	—	—	2016	2016-05-12
Kepler-958 b	—	0.184	9.7678805	—	—	—	—	2016	2016-05-12
Kepler-957 b	—	0.491	5.90741354	—	—	—	—	2016	2016-05-12
Kepler-956 b	—	0.268	5.24867263	—	—	—	—	2016	2016-05-12
Kepler-955 b	—	0.279	14.53244172	—	—	—	—	2016	2016-05-12
Kepler-954 b	—	0.207	16.78176602	—	—	—	—	2016	2016-05-12
Kepler-495 b	—	0.467	3.41303622	—	—	—	—	2016	2016-05-12
Kepler-494 b	—	0.637	8.02511821	—	—	—	—	2016	2016-05-12
Kepler-493 b	—	1.35	3.00387658	—	—	—	—	2016	2016-05-12
Kepler-491 b	—	0.796	4.22538451	—	—	—	—	2016	2016-05-12
Kepler-490 b	—	1.039	3.26869515	—	—	—	—	2016	2016-05-12
Kepler-489 b	—	0.689	17.27629612	—	—	—	—	2016	2016-05-12
Kepler-488 b	—	1.409	3.12082923	—	—	—	—	2016	2016-05-12
Kepler-487 c	—	0.239	38.6519976	—	—	—	—	2016	2016-05-12
Kepler-487 b	—	1.019	15.3587684	—	—	—	—	2016	2016-05-12
Kepler-486 b	—	0.981	30.36044667	—	—	—	—	2016	2016-05-12
Kepler-485 b	—	1.286	3.2432598	—	—	—	—	2016	2016-05-12
Kepler-484 b	—	0.203	10.04556931	—	—	—	—	2016	2016-05-12
Kepler-483 b	—	0.286	30.229104	—	—	—	—	2016	2016-05-12
Kepler-482 b	—	0.211	56.35418576	—	—	—	—	2016	2016-05-12
Kepler-481 b	—	0.223	10.06082567	—	—	—	—	2016	2016-05-12
Kepler-480 b	—	0.248	4.9195838	—	—	—	—	2016	2016-05-12
Kepler-479 b	—	0.189	12.49341307	—	—	—	—	2016	2016-05-12
Kepler-478 b	—	0.242	13.2217576	—	—	—	—	2016	2016-05-12
Kepler-477 b	—	0.185	11.11990653	—	—	—	—	2016	2016-05-12
Kepler-476 b	—	0.275	14.00640607	—	—	—	—	2016	2016-05-12
Kepler-475 b	—	0.222	3.10550819	—	—	—	—	2016	2016-05-12
Kepler-474 b	—	0.273	5.66067294	—	—	—	—	2016	2016-05-12
Kepler-473 b	—	0.364	14.55731705	—	—	—	—	2016	2016-05-12
Kepler-472 b	—	0.287	4.17625551	—	—	—	—	2016	2016-05-12
Kepler-471 b	—	1.335	5.01423457	—	—	—	—	2016	2016-05-12
Kepler-470 b	—	1.288	24.66919569	—	—	—	—	2016	2016-05-12
Kepler-468 b	—	1.19	38.47875707	—	—	—	—	2016	2016-05-12
Kepler-467 b	—	0.201	24.99324193	—	—	—	—	2016	2016-05-12
Kepler-466 c	—	0.112	3.70921385	—	—	—	—	2016	2016-05-12
Kepler-1427 b	—	0.098	0.96897238	—	—	—	—	2016	2016-05-12
Kepler-1426 b	—	0.139	14.2563227	—	—	—	—	2016	2016-05-12
Kepler-1425 b	—	0.084	14.4541302	—	—	—	—	2016	2016-05-12
Kepler-1424 b	—	0.103	29.6091744	—	—	—	—	2016	2016-05-12
Kepler-1423 b	—	0.095	23.955378	—	—	—	—	2016	2016-05-12
Kepler-1422 b	—	0.18	18.6051942	—	—	—	—	2016	2016-05-12
Kepler-1421 b	—	0.083	6.9131112	—	—	—	—	2016	2016-05-12
Kepler-1420 b	—	0.114	6.69960006	—	—	—	—	2016	2016-05-12
Kepler-1419 b	—	0.255	42.5215895	—	—	—	—	2016	2016-05-12
Kepler-1418 b	—	0.148	22.4764425	—	—	—	—	2016	2016-05-12
Kepler-1417 b	—	0.089	20.3505213	—	—	—	—	2016	2016-05-12
Kepler-1416 b	—	0.079	1.49514952	—	—	—	—	2016	2016-05-12
Kepler-1415 b	—	0.115	0.63642408	—	—	—	—	2016	2016-05-12
Kepler-1414 b	—	0.11	3.51576315	—	—	—	—	2016	2016-05-12
Kepler-1413 b	—	0.162	13.1829642	—	—	—	—	2016	2016-05-12
Kepler-1412 b	—	0.074	3.6146051	—	—	—	—	2016	2016-05-12
Kepler-1411 b	—	0.252	86.1150888	—	—	—	—	2016	2016-05-12
Kepler-1410 b	—	0.159	60.866168	—	—	—	—	2016	2016-05-12
Kepler-1409 b	—	0.093	0.76486493	—	—	—	—	2016	2016-05-12
Kepler-1408 b	—	0.079	2.99793191	—	—	—	—	2016	2016-05-12
Kepler-1407 b	—	0.201	20.0711504	—	—	—	—	2016	2016-05-12
Kepler-1406 b	—	0.098	11.62905828	—	—	—	—	2016	2016-05-12
Kepler-1405 b	—	0.353	28.2274184	—	—	—	—	2016	2016-05-12
Kepler-1404 b	—	0.179	15.9314739	—	—	—	—	2016	2016-05-12
Kepler-1403 b	—	0.191	5.19492202	—	—	—	—	2016	2016-05-12
Kepler-1402 b	—	0.068	2.03387914	—	—	—	—	2016	2016-05-12
Kepler-1401 b	—	0.15	11.20066445	—	—	—	—	2016	2016-05-12
Kepler-1400 b	—	0.145	9.06689421	—	—	—	—	2016	2016-05-12
Kepler-1399 b	—	0.112	1.63865306	—	—	—	—	2016	2016-05-12
Kepler-1398 c	—	0.092	4.13827595	—	—	—	—	2016	2016-05-12
Kepler-1398 b	—	0.08	2.78815679	—	—	—	—	2016	2016-05-12
Kepler-1397 b	—	0.153	47.449955	—	—	—	—	2016	2016-05-12
Kepler-1274 b	—	0.127	6.98152703	—	—	—	—	2016	2016-05-12
Kepler-1273 b	—	0.222	28.625653	—	—	—	—	2016	2016-05-12
Kepler-1272 b	—	0.211	51.1309704	—	—	—	—	2016	2016-05-12
Kepler-1271 b	—	0.132	3.0255955	—	—	—	—	2016	2016-05-12
Kepler-1270 b	—	0.296	6.03356196	—	—	—	—	2016	2016-05-12
Kepler-1269 b	—	0.145	37.3331536	—	—	—	—	2016	2016-05-12
Kepler-436 c	—	0.208	16.79713874	—	—	—	—	2016	2016-05-12
Kepler-1268 b	—	0.181	40.9903986	—	—	—	—	2016	2016-05-12
Kepler-1267 b	—	0.269	13.0313945	—	—	—	—	2016	2016-05-12
Kepler-1266 b	—	0.23	28.474748	—	—	—	—	2016	2016-05-12
Kepler-1265 b	—	0.12	6.49441289	—	—	—	—	2016	2016-05-12
Kepler-1264 b	—	0.105	0.96852602	—	—	—	—	2016	2016-05-12
Kepler-1263 b	—	0.102	4.55139967	—	—	—	—	2016	2016-05-12
Kepler-1262 b	—	0.162	8.67900242	—	—	—	—	2016	2016-05-12
Kepler-1261 b	—	0.202	48.4308991	—	—	—	—	2016	2016-05-12
Kepler-1260 b	—	0.158	19.1187753	—	—	—	—	2016	2016-05-12
Kepler-1259 b	—	0.128	0.66308526	—	—	—	—	2016	2016-05-12
