WASP-33 b	2.8	1.603	1.21986967	0.02558	0	87.7	0.000221	2010	2020-07-13
HD 40307 b	—	—	4.3114	0.0475	0.12	—	0.003672	2008	2019-02-12
HD 31527 d	—	—	274.2	0.8181	0.67	—	0.021194	2011	2019-02-12
HD 31527 c	—	—	51.2	0.2665	0.08	—	0.006904	2011	2019-02-12
HD 31527 b	—	—	16.557	0.1253	0.16	—	0.003246	2011	2019-02-12
HD 154088 b	—	—	18.568	0.1316	0.28	—	0.007393	2011	2019-02-12
HD 1461 c	—	—	13.506	0.1117	0.15	—	0.004774	2011	2019-02-12
HD 1461 b	—	—	5.7715	0.0634	0.11	—	0.002711	2009	2019-02-12
HD 69830 c	0.1649	—	31.601	0.186	0.06	13	0.014762	2006	2019-02-12
HD 20794 b	—	—	18.32	0.127	0.11	—	0.019917	2011	2019-02-12
Kepler-408 b	—	0.073	2.56502	—	—	—	—	2013	2019-02-07
K2-36 c	—	0.285	5.34088	0.054	—	86.917	—	2015	2019-02-07
K2-36 b	—	0.1276	1.422614	0.0223	—	84.45	—	2015	2019-02-07
K2-287 b	0.315	0.847	14.893291	0.1206	0.478	88.13	—	2018	2019-02-07
K2-290 b	0.0664	0.273	9.21165	0.0923	0	88.14	—	2019	2019-02-07
K2-290 c	0.774	1.006	48.36685	0.305	0	89.37	—	2019	2019-02-07
TOI 172	5.41	0.965	9.47721	0.0913	0.3805	88.3	—	2019	2019-01-30
WASP-107 b	0.12	0.94	5.72149	0.055	0	89.7	—	2017	2019-01-25
HATS-70 b	12.9	1.384	1.8882378	0.03632	0.18	86.7	—	2018	2019-01-25
zet Del B	40	—	—	907	—	—	—	2014	2019-01-24
HD 118865 B	55	—	—	9200	—	—	—	2013	2019-01-24
HIP 38939 B	38	—	—	1630	—	—	—	2012	2019-01-24
LHS 2397a B	64	—	5194	3.09	0.35	41.9	—	2009	2019-01-24
LHS 6176 B	45	—	—	970	—	—	—	2013	2019-01-24
HD 126053 B	35	0.9	—	2630	—	—	—	2012	2019-01-24
K2-124 b	0.033	0.259	6.413651	0.049	—	89.03	—	2016	2019-01-23
K2-90 b	0.028	0.232	13.733314	0.096	—	89.24	—	2016	2019-01-23
K2-87 b	0.1192	0.678	9.726618	0.094	—	87.74	—	2016	2019-01-23
K2-174 b	0.0289	0.232	19.562307	0.126	—	89.95	—	2016	2019-01-23
K2-289 b	0.1529	0.812	13.156969	0.107	—	88.48	—	2016	2019-01-23
EPIC 205084841 b	0.3883	1.561	11.310099	0.104	—	87.99	—	2016	2019-01-23
K2-53 b	0.0289	0.232	12.20772	0.098	—	89.32	—	2016	2019-01-23
K2-52 b	0.4046	1.606	3.5355055	0.054	—	86.46	—	2016	2019-01-23
HD 169142 b	2.2	—	—	36.4	—	—	—	2014	2019-01-23
OGLE-2017-BLG-1434L b	0.014	—	—	1.18	—	—	—	—	2019-01-22
OGLE-2012-BLG-0838 b	0.25	—	—	4.2	—	—	—	2019	2019-01-18
Cha Ha 8 b	—	—	1895	1.02	0.59	—	0.006375	2007	2019-01-14
HD 202696 c	—	—	958	2.36	0.265	—	—	2018	2019-01-09
HD 202696 b	—	—	528.2	1.587	0.026	—	—	2018	2019-01-09
K2-288B b	—	0.152	31.393463	0.164	—	89.81	—	2018	2019-01-09
HD 214823 b	—	1.082	1853.9	3.23	0.1633	—	—	2016	2018-12-30
HD 148284 b	—	1.067	339.302	0.974	0.38967	—	—	2018	2018-12-30
HD 210702 b	—	1.216	354.1	1.148	0.028	—	0.020893	2007	2018-12-30
HD 10697 b	6.837	1.152	1075.69	2.14	0.1043	69	0.066339	2000	2018-12-30
HD 5608 b	—	1.222	779.9	1.911	0.056	—	—	2012	2018-12-30
HD 181342 b	—	1.19	564.1	1.592	0.022	—	0.016094	2010	2018-12-30
HD 38801 b	—	1.134	686.8	1.66	0.059	—	0.017103	2010	2018-12-30
HD 114613 b	—	1.182	4000	5.34	0.458	—	—	2014	2018-12-30
HD 192699 b	—	1.206	340.94	1.063	0.082	—	0.017313	2007	2018-12-30
HD 159868 c	—	1.269	351	1.032	0.184	—	0.018975	2012	2018-12-30
HD 159868 b	—	1.202	1184.1	2.32	0.024	—	0.042694	2007	2018-12-30
HD 1502 b	—	1.183	428.5	1.262	0.031	—	0.008239	2011	2018-12-30
HATS-71A b	0.45	1.08	3.7955213	0.03946	—	88.85	—	2018	2018-12-29
EPIC 249889081 b	0.0214	0.187	27.359	0.1768	—	89.67	—	2018	2018-12-26
WASP-143 b	0.725	1.234	3.778873	0.049	0.0007	89	—	—	2018-12-26
WASP-137 b	0.681	1.27	3.9080284	0.0519	0.14	84.59	—	2018	2018-12-26
WASP-146 b	1.11	1.228	3.396944	0.0451	0.15	83.96	—	2018	2018-12-26
WASP-134 b	1.412	0.988	10.1467583	0.0956	0.1447	89.13	—	2018	2018-12-26
WASP-134 c	—	—	70.01	—	0.173	—	—	2018	2018-12-24
LP 261-75 b	21	—	—	450	—	—	—	2006	2018-12-21
G 196-3 b	15	—	—	—	—	—	—	1998	2018-12-21
BD+24 4697 b	—	—	145.081	0.5	0.50048	—	—	2016	2018-12-21
Kepler-492 b	39.9	0.856	11.72012266	0.0987	0.031	88.456	—	2013	2018-12-21
HD 137510 b	—	—	801.3	1.88	0.3985	—	—	2004	2018-12-21
KOI-415 b	62.14	0.79	166.78805	0.593	0.698	89.31	—	2013	2018-12-21
K2-110 b	0.0525	0.2312	13.86375	0.1021	0.079	89.35	—	2017	2018-12-21
K2-77 b	1.9	0.205	8.199796	—	0.14	88.7	—	2016	2018-12-21
HD 33142 c	—	1.277	809	1.96	0.16	—	—	2010	2018-12-21
HD 33142 b	—	1.235	326	1.07	0.066	—	0.008413	2011	2018-12-21
HD 180902 b	—	1.221	510.9	1.4	0.107	—	0.012636	2010	2018-12-21
K2-3 c	0.00673	0.165	24.646582	0.1405	0.04	89.7	—	2015	2018-12-21
K2-3 b	0.02039	0.194	10.054626	0.0775	0.06	89.59	—	2015	2018-12-21
HD 163607 c	—	1.202	1272	2.39	0.08	—	0.035072	2011	2018-12-21
HD 163607 b	—	1.269	75.2203	0.362	0.7441	—	0.005217	2011	2018-12-21
HD 18742 b	—	1.166	766	1.82	0.04	—	0.014222	2011	2018-12-21
Kepler-730 b	—	1.1	6.491682808	0.0694	—	86.96	—	2016	2018-12-21
Kepler-730 c	—	0.14	2.85188338	0.03997	—	83.81	—	2018	2018-12-21
K2-264 c	—	0.2471	19.66365	0.11283	0	89.6	—	2018	2018-12-20
K2-264 b	—	0.2025	5.83977	0.05023	0	88.9	—	2018	2018-12-20
XTE J1807-294 b	14.5	—	0.0278292	—	—	—	—	2005	2018-12-20
HD 94834 b	—	1.242	1576	2.74	0.14	—	—	2018	2018-12-20
HD 14787 b	—	1.25	676.6	1.7	0.155	—	—	2018	2018-12-20
HD 13167 b	—	1.167	2613	4.1	0.563	—	—	2018	2018-12-20
HD 72490 b	—	1.218	858	1.88	0.124	—	—	2018	2018-12-20
HD 4917 b	—	1.224	400.5	—	—	—	—	2013	2018-12-20
HD 180053 b	—	1.203	213.72	—	—	—	—	2013	2018-12-20
XTE J1751-305 b	27	—	0.02945997	—	—	—	—	2002	2018-12-20
HATS-54 b	0.76	1.067	2.5441828	0.03763	0.126	83.08	—	2018	2018-12-20
HATS-55 b	0.921	1.251	—	0.05412	0.092	86.32	—	2018	2018-12-20
HATS-56 b	0.602	1.688	4.324799	0.06043	0.019	83.29	—	2018	2018-12-20
HATS-57 b	3.147	1.13	2.350621	0.03493	0.028	87.88	—	2018	2018-12-20
HATS-58A b	1.03	1.095	4.2180896	0.05798	—	85.69	—	2018	2018-12-20
HD 18015 b	—	1.17	2278	3.87	0.148	—	—	2018	2018-12-19
HD 125390 b	—	1.08	1756.2	1.55	0.591	—	—	2018	2018-12-19
PSR J1544+4937 b	—	—	0.1207729895	0.00537	—	—	—	2013	2018-12-19
PSR J1446-4701 b	23	—	0.27766607732	0.0093	—	—	—	2012	2018-12-19
PSR J1502-6752 b	26	—	2.48445723	0.04	—	—	—	2012	2018-12-19
NGC 4349 127 b	—	—	677.8	2.38	0.19	—	0.001094	2007	2018-12-19
HD 219666 b	0.0522	0.4202	6.03607	0.06356	0	86.38	—	2018	2018-12-18
WD 0837+185 B	30	—	0.175	0.006	—	—	—	2012	2018-12-18
WD 0137-349 b	56	—	0.07943002	0.003	—	35	—	2006	2018-12-18
Qatar-7 b	1.88	1.7	2.032046	0.0352	0	89	—	2018	2018-12-18
WASP-58 b	0.89	1.37	5.01718	0.0561	0	87.4	—	2011	2018-12-17
KELT-3 b	1.418	1.333	2.7033902	0.04117	0	84.6	—	2012	2018-12-17
HAT-P-52 b	0.819	1.009	2.7535953	0.03694	0.047	87.02	—	2015	2018-12-17
HAT-P-34 b	3.328	1.107	5.452654	0.0677	0.441	87.1	0.000263	2012	2018-12-17
HAT-P-15 b	1.946	1.072	10.863502	0.0964	0.19	89.1	0.000507	2010	2018-12-17
WASP-37 b	1.8	1.16	3.577471	0.04339	0	88.78	0.000128	2010	2018-12-17
KELT-15 b	0.92	1.443	3.329441	0.04613	—	79.67	—	2015	2018-12-17
HAT-P-43 b	0.66	1.283	3.332688	0.0443	0	88.7	—	2012	2018-12-17
HAT-P-44 b	0.392	1.28	4.301217	0.0507	0.072	89	—	2013	2018-12-17
WASP-99 b	2.78	1.1	5.75251	0.0717	0	88.8	—	2013	2018-12-17
HAT-P-35 b	1.054	1.332	3.646706	0.0498	0.025	87.3	0.000093	2012	2018-12-17
HAT-P-42 b	0.975	1.277	4.641876	0.0575	0	85.9	—	2012	2018-12-17
KELT-10 b	0.679	1.399	4.166285	0.0525	—	88.61	—	2015	2018-12-17
HAT-P-45 b	0.892	1.426	3.128992	0.0452	0.049	87.8	—	2013	2018-12-17
HAT-P-29 b	0.778	1.107	5.723186	0.0667	0.095	87.1	0.000207	2011	2018-12-17
HAT-P-46 b	0.493	1.284	4.463129	0.0577	0.123	85.5	—	2013	2018-12-17
KELT-8 b	0.874	1.86	3.24406	0.04571	0.035	82.65	—	2015	2018-12-17
HAT-P-31 b	2.171	1.07	5.005425	0.055	0.245	87.1	0.000155	2011	2018-12-17
WASP-117 b	0.2755	1.021	10.02165	0.09459	0.302	89.14	—	2014	2018-12-17
WASP-73 b	1.88	1.16	4.08722	0.05512	0	87.4	—	2013	2018-12-17
WISE 2005+5424	29	—	—	—	—	—	—	2011	2018-12-14
Kepler-1652 b	—	0.143	38.09722	0.1654	—	89.9927	—	2017	2018-12-14
HD 23472 b	0.05638	0.16701	17.667	0.121	0	—	—	2018	2018-12-13
HD 23472 c	0.05405	0.19172	29.625	0.17	0	—	—	2018	2018-12-13
NLTT 41135 b	33.7	1.13	2.889475	0.024	—	87.42	—	2010	2018-12-11
NLTT 25473 b	15	—	1.48	—	—	—	—	2001	2018-12-11
LP 415-17 b	0.0148	0.161	6.342	0.0562	—	88.3	—	2018	2018-12-11
LP 415-17 c	0.0205	0.232	13.85	0.0946	—	88.96	—	2018	2018-12-11
LP 415-17 d	0.0154	0.17	40.718	0.1937	—	89.61	—	2018	2018-12-11
NLTT 5306 b	56	—	1.698	0.00263	—	—	—	2013	2018-12-11
EPIC 247267267 b	—	0.2471	4.79507	0.04771	0	89.04	—	2018	2018-12-11
PHL 5038 b	60	—	—	67	—	—	—	2009	2018-12-11
HAT-P-12 b	0.210489884529	0.954591764817	3.2130598	0.0384	0	—	0.000269	2009	2018-12-10
HAT-P-11 b	0.0736	0.389	4.887802443	0.053	0.265	89.05	0.001395	2009	2018-12-07
SDSS J080531+481233 A	60	—	—	—	—	—	—	2016	2018-12-04
2M1207 b	5	—	—	42	—	—	0.877863	2004	2018-12-04
SDSS J1411+2009 b	50	—	0.0854	—	—	—	—	2018	2018-12-04
Kepler-138 d	—	0.1436	23.08933	—	0.024	—	—	2014	2018-11-30
HD 2685 b	1.18	1.44	4.12692	0.0568	0	89.4	—	2018	2018-11-30
K2-229 b	0.00815	0.10385	0.584249	0.012888	0	83.9	—	2018	2018-11-29
K2-229 c	0.067	0.1891	8.32834	0.07577	0	87.94	—	2018	2018-11-29
K2-229 d	0.079	0.2364	31	0.182	0.39	88.92	—	2018	2018-11-29
K2-27 b	0.0972	0.397	6.77145	0.06702	0.25	88.4	—	2016	2018-11-28
HD 219134 h	—	—	2198	3.064	0.37	—	—	2015	2018-11-28
HD 219134 e	—	—	1842	2.56	0.34	—	—	2015	2018-11-28
Kepler-67 b	0.047	0.26	15.7259	0.1171	—	—	—	2013	2018-11-28
Kepler-66 b	0.047	0.25	17.815815	0.1352	—	—	—	2013	2018-11-28
NGTS-2 b	0.67	1.536	4.5111204	0.0584	0	87.66	—	2018	2018-11-28
Wolf 940 b	26	0.92	—	400	—	—	—	2009	2018-11-27
HD 97334 b	53	—	—	2620	—	—	—	2001	2018-11-27
GSC 08047-00232 b	25	—	—	—	—	—	—	2003	2018-11-27
Kepler-407 c	12.6	—	3000	—	—	—	—	2014	2018-11-26
OGLE-2012-BLG-1323	0.0072	—	—	—	—	—	—	2018	2018-11-21
OGLE-2017-BLG-0560	1.9	—	—	—	—	—	—	2018	2018-11-21
DE CVn b	—	—	4098.1	5.75	—	—	—	2018	2018-11-21
Barnard's b	—	—	232.8	—	0.32	—	—	2018	2018-11-21
CoRoT-8 b	0.2158	0.5692	6.21229	0.063	0	88.4	0.000166	2010	2018-11-20
Kepler-9 c	0.0941	0.74	38.969	0.229	0.0684	87.2	—	2010	2018-11-20
Kepler-9 b	0.1369	0.732	19.22418	0.143	0.0626	87.1	—	2010	2018-11-20
KOI-2700 b	0.00271	0.0946	0.910022	—	—	—	—	2013	2018-11-20
CoRoT-22 b	0.06	0.4354	9.75598	0.092	0.077	89.749	0.000149	2011	2018-11-20
GJ 832 c	—	—	35.67	0.162	0.03	—	—	2014	2018-11-20
GJ 832 b	—	—	3660	3.6	0.08	—	0.688259	2008	2018-11-20
Kepler-88 b	0.0274	0.3372	10.95416	—	0.05593	89.055	—	2013	2018-11-20
Kepler-88 c	0.6255	—	22.3395	0.1529	0.05628	86.2	—	2013	2018-11-20
Kepler-37 b	0.00875	0.0285	13.367308	0.1003	—	88.63	—	2013	2018-11-19
Kepler-10 b	0.01048	0.1311	0.83749026	0.01685	0.06	84.8	0.000097	2011	2018-11-19
Kepler-34 (AB) b	0.22	0.7637	288.822	1.0896	0.182	90.355	0.000727	2012	2018-11-19
Kepler-35 (AB) b	0.1268	0.728	131.458	0.60347	0.042	90.76	0.000367	2012	2018-11-19
Kepler-413 (AB) b	0.211	0.3881	66.262	0.3553	0.1181	89.929	—	2013	2018-11-19
Kepler-25 d	—	—	123	—	—	—	—	2014	2018-11-19
K2-100 b	—	0.31	1.673916	—	0.24	85.1	—	2016	2018-11-19
MOA-2016-BLG-319L b	0.62	—	—	0.95	—	—	—	2018	2018-11-18
HD 99706 c	—	—	1123	—	0.411	—	—	2010	2018-11-16
HD 102329 c	—	—	1123	—	0.209	—	—	2010	2018-11-16
HD 156279 c	—	—	4191	—	0.23	—	—	2010	2018-11-16
HD 114783 c	—	—	4318	—	0	—	—	2010	2018-11-16
HD 95089 c	—	—	1860	—	0.294	—	—	2010	2018-11-16
K2-31 b	1.774	1.06	1.25785	0.022	—	79.9	—	2016	2018-11-16
GJ 1132 b	0.00522	0.1035	1.628931	0.0154	0	—	—	2015	2018-11-15
HAT-P-32 b	0.86	1.789	2.150008	0.0343	0.0072	88.9	0.000108	2011	2018-11-15
Kepler-419 b	2.71	1.11	69.7968	0.371	0.817	87.04	—	2012	2018-11-15
Kepler-419 c	7.4	—	673.3	1.68	0.18	87	—	2014	2018-11-15
1RXS 1609 b	14	1.7	—	330	—	—	2.275862	2008	2018-11-15
Kepler-1651 A b	—	0.164	9.87863917	0.0619	0.13	85.94	—	2017	2018-11-15
OGLE-2013-BLG-0578L b	34	—	—	1.16	—	—	—	2013	2018-11-13
HD 1397 b	0.419	1.023	11.53604	0.1097	0.265	88.92	—	2018	2018-11-06
WASP-85 A b	1.265	1.24	2.6556777	0.039	—	89.69	—	2014	2018-10-30
WASP-189 b	2.13	1.374	2.724033	0.0497	0	84.321	—	2018	2018-10-30
OGLE-2015-BLG-1670L b	0.0563	—	—	3.2	—	—	—	2018	2018-10-30
GJ 752 A b	—	—	105.9	0.3357	0.16	—	—	2018	2018-10-30
Kepler-1655 b	0.0157	0.19743	11.8728787	0.103	0	87.62	—	2017	2018-10-30
Kepler-1359 b	—	0.252	59.4970952	—	—	—	—	2016	2018-10-29
NY Vir (AB) b	2.78	—	2987.745	3.39	—	—	—	2011	2018-10-29
NY Vir (AB) c	4.49	—	9861.75	7.54	—	—	—	2011	2018-10-29
DP Leo (AB) b	6.05	—	10230	8.19	0.39	—	—	2009	2018-10-29
PSR B1620-26 (AB) b	2.5	—	36525	23	—	—	0.006053	2003	2018-10-29
OGLE-2007-BLG-349L (AB) b	0.25	—	—	2.59	—	—	—	2016	2018-10-29
OGLE-2016-BLG-0613L (AB) b	4.18	—	—	6.4	—	—	—	2017	2018-10-29
OGLE-2017-BLG-1522L b	0.75	—	—	0.59	—	—	—	2018	2018-10-29
OGLE-2014-BLG-1722L b	0.174	—	—	1.9	—	—	—	2018	2018-10-29
OGLE-2014-BLG-1722L c	0.2633	—	—	2.5	—	—	—	2018	2018-10-29
OGLE-2016-BLG-1266L b	11.9	—	—	0.42	—	—	—	2018	2018-10-29
OGLE-2017-BLG-0173L b	9.08	—	—	3.75	—	—	—	2017	2018-10-29
OGLE-2011-BLG-0173L b	0.19	—	—	10	—	—	—	2018	2018-10-29
OGLE-2014-BLG-1186L b	0.142	—	—	—	—	—	—	2018	2018-10-29
MOA-2009-BLG-319L b	0.157	—	—	2	—	—	0.000328	2010	2018-10-29
TrES-4 b	0.917	1.706	3.5539268	0.05084	0	82.81	0.000106	2007	2018-10-29
TrES-1 b	0.761	1.099	3.0300722	0.0393	0	88.4	0.00025	2004	2018-10-29
TrES-5 b	1.778	1.209	1.4822446	0.02446	—	84.529	0.000068	2011	2018-10-29
SWEEPS-04 b	3.8	0.81	4.2	0.055	—	87	0.000006	2006	2018-10-29
SWEEPS-11 b	9.7	1.13	1.796	0.03	—	84	0.000004	2006	2018-10-29
SR 12 (AB) c	13	—	—	1083	—	—	8.664	2011	2018-10-29
K2-238 b	0.86	1.3	3.20466	0.046	0	84.5	—	2018	2018-10-26
KMT-2016-BLG-1397 b	7	—	—	5.1	—	—	—	2018	2018-10-26
K2-237 b	1.6	1.65	2.18056	0.037	0	84.3	—	2018	2018-10-26
Kepler-51 c	0.0126	0.803	85.3128662	0.384	0.014	—	—	2012	2018-10-25
Kepler-51 b	0.0066	0.633	45.1555023	0.2514	0.04	—	—	2012	2018-10-25
Kepler-51 d	0.0239	0.865	130.194	0.509	0.008	—	—	2014	2018-10-25
HD 147379 b	—	—	86.54	0.3193	0.01	—	—	2018	2018-10-25
K2-260 b	1.39	1.552	2.6266657	0.0407	0.134	88.76	—	2018	2018-10-25
kappa And b	13	1.2	215000	100	0.69	121	—	2013	2018-10-24
GJ 1265 b	—	—	3.6511	0.026	0.04	—	—	2018	2018-10-18
GJ 3779 b	—	—	3.0232	0.026	0.07	—	—	2018	2018-10-18
K2-231 b	0.0227	0.223	13.841	—	—	88.6	—	2018	2018-10-11
K2-180 b	0.036	0.2	8.8665	0.075	—	88.9	—	2018	2018-10-11
K2-140 b	0.93	1.21	6.569188	0.068	0.12	88.3	—	2017	2018-10-11
WASP-31 b	0.478	1.537	3.405909	0.04657	0	84.54	0.000116	2010	2018-10-10
eps Eridani b	0.77	—	2692	3.39	0.07	89	1.059375	2000	2018-10-10
HD 202772 A b	1.008	1.562	3.30896	0.0519	0.047	84.2	—	2018	2018-10-05
HATS-60 b	0.65	1.194	3.560827	0.0471	0.04	86.27	—	2018	2018-10-05
HATS-61 b	3.4	1.201	7.817954	0.07904	0.008	87.13	—	2018	2018-10-05
HATS-62 b	0.19	1.032	3.2768838	0.04186	0.001	88.15	—	2018	2018-10-05
HATS-63 b	0.96	1.207	3.0566528	—	0.007	84.85	—	2018	2018-10-05
HATS-64 b	0.93	1.674	4.908896	0.0656	0.001	87.21	—	2018	2018-10-05
HATS-65 b	0.793	1.479	3.1051602	0.04511	0.006	84.98	—	2018	2018-10-05
HATS-66 b	5.5	1.5	3.141439	0.04709	0.008	86.6	—	2018	2018-10-05
HATS-67 b	1.477	1.694	1.6091789	0.03036	0.014	79.02	—	2018	2018-10-05
HATS-68 b	1.286	1.284	3.5862234	0.05053	0.005	82.9	—	2018	2018-10-05
HATS-69 b	0.577	0.945	2.2252577	0.03211	0.013	88.49	—	2018	2018-10-05
Kepler-1656 b	0.1529	0.4479	31.578659	0.197	0.836	89.31	—	2018	2018-10-04
PSO J318.5-22	—	—	—	—	—	—	—	2018	2018-10-01
NGTS-4 b	0.0648	0.2837	1.3373508	0.019	0	82.5	—	2018	2018-09-29
KMT-2017-BLG-0165L b	0.107	—	—	3.45	—	—	—	2018	2018-09-26
K2-265 b	0.02058	0.1526	2.369172	0.03376	0.084	87.7	—	2018	2018-09-25
LHS 3844 b	—	0.1178	0.46292792	0.00623	—	88.22	—	2018	2018-09-20
HD 26965 b	—	—	42.378	0.215	0.04	—	—	2018	2018-09-19
UGPS J0722-0540	18.2	—	—	—	—	—	—	2010	2018-09-19
Luhman 16 B	28.6	—	—	—	—	—	—	2013	2018-09-19
Luhman 16 A	33.5	—	—	—	—	—	—	2013	2018-09-19
HD 211810 b	—	—	1558	2.656	0.68	—	—	2018	2018-09-18
HD 148164 c	—	—	328.55	0.993	0.587	—	—	2018	2018-09-18
HD 148164 b	—	—	5062	6.15	0.125	—	—	2018	2018-09-18
HD 203473 b	—	—	1552.9	2.73	0.289	—	—	2018	2018-09-18
HD 98736 b	—	—	968.8	1.864	0.226	—	—	2018	2018-09-18
ULASJ0034	12.5	—	—	—	—	—	—	2007	2018-09-17
ULAS1335	12.5	—	—	
HAT-P-27 b	0.66	1.055	3.0395803	0.0403	0.078	85.08	0.000198	2011	2018-07-24
Kepler-38 (AB) b	0.38	0.39	105.595	0.4644	—	89.446	—	2012	2018-07-23
Kepler-138 c	0.00318	0.144	13.78164	—	0.05	—	—	2014	2018-07-23
Kepler-138 b	0.00021	0.052	10.31320643	0.0746	0	89.95	—	2014	2018-07-23
Kepler-432 b	5.41	1.45	52.501134	0.301	0.5121	88.17	—	2014	2018-07-23
Kepler-432 c	—	—	411	1.188	0.64	—	—	2014	2018-07-23
Kepler-453 (AB) b	0.03	0.55	240.503	—	—	89.4338	—	2014	2018-07-23
WASP-165 b	0.658	1.26	3.465509	0.04823	0	84.9	—	2018	2018-07-22
WASP-164 b	2.13	1.128	1.7771255	0.02818	0	82.73	—	2018	2018-07-22
WASP-160 B b	0.281	1.093	3.768495	0.0455	0	89.02	—	2018	2018-07-22
WASP-147 b	0.275	1.115	4.60273	0.0549	0	87.9	—	2018	2018-07-22
Corot-20 c	—	—	1675	2.9	0.6	—	—	2018	2018-07-22
IC 4651 9122 b	—	—	734	2.038	0.18	—	—	2018	2018-07-21
EPIC 220501947 b	0.336	0.947	4.024866	0.0467	—	89.24	—	2018	2018-07-21
WASP-170 b	1.6	1.096	2.34478022	0.0337	—	84.87	—	2018	2018-07-18
WASP-163 b	1.87	1.202	1.6096884	0.0266	—	85.42	—	2018	2018-07-18
WASP-161 b	2.49	1.143	5.4060425	0.0673	—	89.01	—	2018	2018-07-18
GJ 96 b	—	—	73.94	0.291	0.44	—	—	2018	2018-07-17
EPIC 248435473 e	—	0.21822	19.482	0.1227	0.032	89.74	—	2018	2018-07-03
EPIC 248435473 d	—	0.23588	14.69699	0.1017	0.043	89.73	—	2018	2018-07-03
EPIC 248435473 c	—	0.05683	7.814	0.06674	0.041	88.58	—	2018	2018-07-03
EPIC 248435473 b	—	0.259	0.658525	0.01283	—	76.48	—	2018	2018-07-02
J1324+63	11.5	1.23	—	—	—	56	—	2018	2018-06-29
HIP 64892 b	33	—	—	159	—	—	—	2018	2018-06-29
KMT-2016-BLG-1820 b	4.57	—	—	1.08	—	—	—	2018	2018-06-29
KMT-2016-BLG-2142 b	15.49	—	—	0.83	—	—	—	2018	2018-06-29
11 Oph b	21	—	730000	243	—	—	1.675862	2007	2018-06-18
OGLE-2016-BLG-1469L b	13.6	—	—	0.33	—	—	—	2017	2018-05-18
2MASS J1450-7841 B	40	—	—	300	—	—	—	2017	2018-05-17
2MASS J1450-7841 A	40	—	—	300	—	—	—	2017	2018-05-17
HATS-59 b	0.806	1.126	5.416081	0.06112	0.129	88.1	—	2018	2018-05-16
HATS-59 c	—	—	1422	2.5	0.08	—	—	2018	2018-05-16
WASP-172 b	0.47	1.57	5.477433	0.0694	0	86.7	—	2018	2018-05-15
WASP-168 b	0.42	1.5	4.153658	0.0519	0	84.4	—	2018	2018-05-15
WASP-162 b	5.2	1	9.62468	0.0871	0.434	89.3	—	2018	2018-05-15
WASP-158 b	2.79	1.07	—	0.0517	0	87.7	—	2018	2018-05-15
K2-216 b	0.0249	0.161	2.17479	0.028	0	87.1	—	2018	2018-05-15
HATS-39 b	0.63	1.57	4.5776348	0.06	0.275	84.98	—	2018	2018-05-14
HATS-36 b	2.79	1.263	4.1752379	0.0529	0.294	87.57	—	2017	2018-05-04
HD 286123 b	0.398	1	11.168454	0.104	0.258	89.14	—	2018	2018-05-04
EPIC 228754001 b	0.495	1.089	9.1708	0.0916	0.29	77.56	—	2017	2018-05-04
EPIC 211418729 b	1.85	0.942	11.39109	0.09309	0	89.53	—	2017	2018-05-04
EPIC 211442297 b	0.84	1.115	20.273034	0.1367	0.137	88.82	—	2017	2018-05-04
Kepler-145 c	0.2498	0.35	42.88254	—	0.11	—	—	2013	2018-04-20
Kepler-145 b	0.1167	0.228	22.95102	—	0.43	—	—	2013	2018-04-20
WASP-104 b	1.272	1.137	1.7554137	0.02918	0	83.63	—	2014	2018-04-17
K2-55 b	0.138	0.3952	2.849275	0.0347	0.124	88	—	2018	2018-04-17
KPS-1 b	1.09	1.03	1.706291	0.0269	0	83.2	—	2018	2018-04-17
24 Boo b	—	—	30.3506	0.19	0.042	—	—	2018	2018-04-16
gamma Lib b	—	—	415.2	1.2397	0.25	—	—	2018	2018-04-16
gamma Lib c	—	—	964.6	2.1761	0.054	—	—	2018	2018-04-16
HATS-40 b	1.59	1.58	3.2642736	0.04997	0.312	85.8	—	2018	2018-04-16
HATS-41 b	9.7	1.33	4.193649	0.0583	0.38	80.4	—	2018	2018-04-16
HATS-42 b	1.88	1.4	2.292102	0.03689	0.229	85.1	—	2018	2018-04-16
HAT-P-66 b	0.783	1.59	2.972086	0.04363	0	86.2	—	2016	2018-04-12
HD 158996 b	—	—	820.2	2.1	0.13	—	—	2018	2018-03-22
WASP-144 b	0.44	0.85	2.2783152	0.0316	0	86.9	—	2018	2018-03-16
OGLE-2017-BLG-1140L b	1.63	—	—	1.02	—	—	—	2018	2018-03-15
2MASS J2250+2325 b	30	—	—	518	—	—	—	2017	2018-02-26
HIP 65426 b	9	1.5	—	92	—	—	—	2017	2018-02-22
K2-141 c	0.023	0.62	7.7485	—	0	87.2	—	2018	2018-02-22
K2-141 b	0.016	0.135	0.2803244	—	0	86.3	—	2017	2018-02-22
OGLE-2016-BLG-1067L b	0.43	—	—	1.7	—	—	—	2018	2018-02-21
HD 215152 e	—	—	25.1968	0.15417	0.173	—	—	2018	2018-02-20
HD 215152 b	—	—	5.75942	0.057635	0.357	—	—	2018	2018-02-20
HD 215152 d	—	—	10.8642	0.08799	0.333	—	0.003963	2011	2018-02-20
HD 215152 c	—	—	7.28345	0.067399	0.163	—	0.003033	2011	2018-02-20
TYC 3318-01333-1 b	—	—	562	1.414	0.098	—	—	2018	2018-01-16
